equipment_unit_id,equipment_id,serial_number,purchase_date,last_maintenance,condition
891,7,DE-LT-07-000891,2018-09-11,2026-05-12,good
892,7,DE-LT-07-000892,2025-06-23,2025-12-28,good
893,7,DE-LT-07-000893,2018-01-09,2026-02-23,good
894,7,DE-LT-07-000894,2018-08-05,2026-04-29,good
895,7,DE-LT-07-000895,2019-03-23,2026-04-04,good
896,7,DE-LT-07-000896,2018-10-19,2025-12-05,good
897,7,DE-LT-07-000897,2018-02-27,2025-11-04,poor
898,7,DE-LT-07-000898,2019-08-17,2025-12-28,good
899,7,DE-LT-07-000899,2018-09-08,2026-02-12,good
900,7,DE-LT-07-000900,2017-10-07,2026-01-06,fair
901,8,SE-LT-08-000901,2017-11-29,2026-04-22,good
902,8,SE-LT-08-000902,2025-04-09,2026-03-04,good
903,8,SE-LT-08-000903,2019-11-01,2025-10-30,fair
904,8,SE-LT-08-000904,2017-06-05,2025-10-26,fair
905,8,SE-LT-08-000905,2017-11-01,2026-05-11,good
906,8,SE-LT-08-000906,2018-05-24,2026-05-12,good
907,8,SE-LT-08-000907,2018-04-13,2026-05-09,good
908,8,SE-LT-08-000908,2017-08-02,2026-04-24,good
909,8,SE-LT-08-000909,2019-08-08,2026-02-28,good
910,8,SE-LT-08-000910,2023-07-10,2025-11-30,good
911,8,SE-LT-08-000911,2018-06-17,2025-10-26,good
912,8,SE-LT-08-000912,2019-11-26,2026-04-25,good
913,8,SE-LT-08-000913,2018-06-26,2025-12-22,fair
914,8,SE-LT-08-000914,2018-08-05,2026-02-10,good
915,8,SE-LT-08-000915,2023-12-21,2026-04-07,fair
916,8,SE-LT-08-000916,2020-07-06,2025-12-12,good
917,8,SE-LT-08-000917,2021-07-30,2026-03-16,fair
918,8,SE-LT-08-000918,2020-02-11,2026-05-22,good
919,8,FI-LT-08-000919,2019-06-30,2025-11-20,poor
920,8,FI-LT-08-000920,2018-04-28,2026-05-22,poor
921,8,FI-LT-08-000921,2020-05-22,2026-04-08,good
922,8,FI-LT-08-000922,2024-09-04,2026-05-20,good
923,8,FI-LT-08-000923,2018-11-15,2025-10-27,fair
924,8,FI-LT-08-000924,2018-06-23,2026-05-11,fair
925,8,FI-LT-08-000925,2019-07-12,2025-11-06,good
926,8,FI-LT-08-000926,2018-06-01,2025-11-07,good
927,8,FI-LT-08-000927,2021-05-09,2026-02-09,good
928,8,FI-LT-08-000928,2019-08-19,2026-04-04,fair
929,8,FI-LT-08-000929,2017-09-28,2026-04-28,good
930,8,FI-LT-08-000930,2019-04-12,2026-04-23,fair
931,8,FI-LT-08-000931,2018-03-22,2026-04-04,fair
932,8,FI-LT-08-000932,2017-06-23,2026-05-19,good
933,8,FI-LT-08-000933,2019-05-23,2026-05-11,good
934,8,FI-LT-08-000934,2021-10-28,2026-02-08,fair
935,8,FI-LT-08-000935,2019-03-02,2025-10-28,good
936,8,FI-LT-08-000936,2022-04-16,2026-05-12,good
937,8,DE-LT-08-000937,2023-03-31,2026-02-10,good
938,8,DE-LT-08-000938,2017-10-28,2025-12-14,good
939,8,DE-LT-08-000939,2019-09-25,2026-05-20,poor
940,8,DE-LT-08-000940,2019-08-09,2026-04-04,good
941,8,DE-LT-08-000941,2019-05-01,2026-01-04,good
942,8,DE-LT-08-000942,2017-11-23,2026-03-14,good
943,8,DE-LT-08-000943,2019-11-05,2026-05-28,good
944,8,DE-LT-08-000944,2018-12-10,2026-02-28,fair
945,8,DE-LT-08-000945,2017-08-20,2026-04-13,good
946,8,DE-LT-08-000946,2018-10-22,2025-10-28,good
947,8,DE-LT-08-000947,2021-12-09,2026-02-07,fair
948,8,DE-LT-08-000948,2024-04-29,2026-05-26,good
949,8,DE-LT-08-000949,2021-08-09,2026-01-23,good
950,8,DE-LT-08-000950,2019-03-20,2026-04-02,fair
951,8,DE-LT-08-000951,2018-01-17,2026-04-01,good
952,8,DE-LT-08-000952,2023-02-20,2026-03-03,good
953,8,DE-LT-08-000953,2021-09-15,2026-04-16,fair
954,8,DE-LT-08-000954,2017-11-09,2025-12-17,good
955,9,SE-LT-09-000955,2022-02-11,2026-01-23,good
956,9,SE-LT-09-000956,2019-02-03,2026-04-30,good
957,9,SE-LT-09-000957,2019-10-25,2025-12-19,good
958,9,SE-LT-09-000958,2019-08-31,2026-03-24,good
959,9,SE-LT-09-000959,2020-05-08,2026-05-25,good
960,9,SE-LT-09-000960,2018-03-25,2026-03-06,good
961,9,SE-LT-09-000961,2018-08-23,2025-11-19,fair
962,9,SE-LT-09-000962,2020-06-29,2026-05-07,good
963,9,SE-LT-09-000963,2022-06-21,2026-02-11,good
964,9,SE-LT-09-000964,2019-01-11,2026-02-27,poor
965,9,SE-LT-09-000965,2022-11-25,2026-04-26,good
966,9,SE-LT-09-000966,2017-11-12,2026-05-19,fair
967,9,SE-LT-09-000967,2019-04-22,2026-04-02,poor
968,9,SE-LT-09-000968,2024-12-10,2026-04-25,fair
969,9,SE-LT-09-000969,2017-07-05,2026-04-18,good
970,9,SE-LT-09-000970,2018-06-11,2025-10-26,good
971,9,SE-LT-09-000971,2021-03-26,2026-02-23,good
972,9,SE-LT-09-000972,2019-02-05,2025-12-10,good
973,9,SE-LT-09-000973,2017-10-02,2026-05-16,good
974,9,SE-LT-09-000974,2026-03-07,2026-03-28,good
975,9,SE-LT-09-000975,2022-03-09,2026-05-22,good
976,9,SE-LT-09-000976,2018-08-12,2025-11-04,fair
977,9,SE-LT-09-000977,2018-06-02,2026-02-21,good
978,9,SE-LT-09-000978,2019-03-10,2025-12-11,good
979,9,SE-LT-09-000979,2022-03-29,2026-04-30,fair
980,9,SE-LT-09-000980,2018-01-27,2026-05-18,good
981,9,SE-LT-09-000981,2019-03-14,2026-02-13,fair
982,9,SE-LT-09-000982,2022-07-09,2025-11-11,good
983,9,SE-LT-09-000983,2019-11-29,2025-11-22,good
984,9,SE-LT-09-000984,2024-11-04,2025-10-31,good
985,9,SE-LT-09-000985,2020-04-25,2026-05-05,good
986,9,SE-LT-09-000986,2022-03-11,2026-02-09,fair
987,9,SE-LT-09-000987,2018-08-31,2026-05-01,poor
988,9,SE-LT-09-000988,2018-11-02,2026-04-10,fair
989,9,SE-LT-09-000989,2017-11-08,2026-02-15,good
990,9,SE-LT-09-000990,2020-09-05,2026-01-22,good
991,9,SE-LT-09-000991,2023-11-19,2026-01-15,good
992,9,SE-LT-09-000992,2017-05-29,2026-04-06,fair
993,9,SE-LT-09-000993,2021-11-27,2026-02-12,fair
994,9,SE-LT-09-000994,2019-06-22,2026-03-30,good
995,9,SE-LT-09-000995,2019-07-01,2026-02-03,good
996,9,SE-LT-09-000996,2021-12-10,2025-12-20,fair
997,9,SE-LT-09-000997,2024-08-19,2025-11-17,good
998,9,SE-LT-09-000998,2019-09-04,2026-04-23,good
999,9,SE-LT-09-000999,2019-07-15,2026-02-16,good
1000,9,SE-LT-09-001000,2024-10-12,2026-02-13,fair
1001,9,SE-LT-09-001001,2022-01-16,2025-11-01,poor
1002,9,SE-LT-09-001002,2018-01-17,2026-02-22,good
1003,9,SE-LT-09-001003,2019-09-27,2025-11-30,good
1004,9,SE-LT-09-001004,2019-07-16,2025-12-27,good
1005,9,SE-LT-09-001005,2019-08-28,2026-05-12,good
1006,9,SE-LT-09-001006,2021-11-11,2025-10-26,good
1007,9,SE-LT-09-001007,2019-04-27,2025-12-08,poor
1008,9,SE-LT-09-001008,2024-09-30,2025-12-09,fair
1009,9,SE-LT-09-001009,2018-01-23,2026-02-12,fair
1010,9,SE-LT-09-001010,2018-09-04,2026-03-11,good
1011,9,SE-LT-09-001011,2018-07-29,2026-04-15,fair
1012,9,SE-LT-09-001012,2018-12-17,2025-11-18,good
1013,9,SE-LT-09-001013,2018-09-30,2026-05-13,good
1014,9,SE-LT-09-001014,2017-09-19,2026-05-13,poor
1015,9,SE-LT-09-001015,2018-10-02,2025-10-25,fair
1016,9,SE-LT-09-001016,2018-06-19,2026-03-10,good
1017,9,SE-LT-09-001017,2017-09-14,2026-02-23,good
1018,9,SE-LT-09-001018,2018-09-10,2026-03-28,good
1019,9,SE-LT-09-001019,2018-06-20,2026-01-28,good
1020,9,SE-LT-09-001020,2023-05-27,2026-04-19,good
1021,9,SE-LT-09-001021,2023-10-13,2026-05-30,fair
1022,9,SE-LT-09-001022,2017-06-24,2025-12-13,good
1023,9,SE-LT-09-001023,2018-04-17,2026-03-12,good
1024,9,SE-LT-09-001024,2019-04-21,2026-01-11,good
1025,9,SE-LT-09-001025,2019-01-17,2025-11-21,fair
1026,9,SE-LT-09-001026,2017-12-02,2026-05-04,good
1027,9,FI-LT-09-001027,2019-03-24,2025-10-27,good
1028,9,FI-LT-09-001028,2017-07-26,2026-04-18,good
1029,9,FI-LT-09-001029,2018-12-09,2026-02-28,good
1030,9,FI-LT-09-001030,2018-12-30,2025-11-29,fair
1031,9,FI-LT-09-001031,2017-06-14,2026-04-09,good
1032,9,FI-LT-09-001032,2019-07-28,2025-11-29,good
1033,9,FI-LT-09-001033,2017-09-22,2026-02-12,good
1034,9,FI-LT-09-001034,2019-10-19,2026-02-18,fair
1035,9,FI-LT-09-001035,2025-12-24,2026-03-27,good
1036,9,FI-LT-09-001036,2017-12-07,2026-04-20,fair
1037,9,FI-LT-09-001037,2018-03-24,2025-11-24,good
1038,9,FI-LT-09-001038,2020-06-23,2026-03-18,poor
1039,9,FI-LT-09-001039,2025-02-14,2025-11-09,good
1040,9,FI-LT-09-001040,2018-03-14,2026-05-23,good
1041,9,FI-LT-09-001041,2024-12-31,2026-01-07,good
1042,9,FI-LT-09-001042,2023-01-24,2026-03-06,fair
1043,9,FI-LT-09-001043,2018-10-09,2025-12-21,poor
1044,9,FI-LT-09-001044,2022-04-29,2026-02-27,good
1045,9,FI-LT-09-001045,2017-09-26,2026-05-05,good
1046,9,FI-LT-09-001046,2023-07-30,2025-11-15,good
1047,9,FI-LT-09-001047,2021-12-17,2026-04-26,good
1048,9,FI-LT-09-001048,2018-06-06,2026-05-06,good
1049,9,FI-LT-09-001049,2024-09-29,2025-12-14,fair
1050,9,FI-LT-09-001050,2023-04-17,2026-05-04,good
1051,9,FI-LT-09-001051,2018-05-16,2026-05-04,good
1052,9,FI-LT-09-001052,2019-11-03,2025-12-09,good
1053,9,FI-LT-09-001053,2017-08-20,2026-04-04,good
1054,9,FI-LT-09-001054,2019-03-07,2026-04-08,poor
1055,9,FI-LT-09-001055,2020-06-28,2026-04-29,good
1056,9,FI-LT-09-001056,2019-07-10,2026-03-16,fair
1057,9,FI-LT-09-001057,2019-11-28,2025-12-27,good
1058,9,FI-LT-09-001058,2019-03-27,2026-02-06,good
1059,9,FI-LT-09-001059,2025-03-25,2026-05-17,good
1060,9,FI-LT-09-001060,2022-06-06,2025-11-30,good
1061,9,FI-LT-09-001061,2019-03-23,2025-10-27,good
1062,9,FI-LT-09-001062,2018-01-14,2026-05-20,fair
1063,9,FI-LT-09-001063,2026-03-04,2026-04-07,good
1064,9,FI-LT-09-001064,2018-05-11,2026-05-01,good
1065,9,FI-LT-09-001065,2017-06-19,2026-04-25,good
1066,9,FI-LT-09-001066,2019-08-12,2026-04-13,good
1067,9,FI-LT-09-001067,2017-07-05,2026-05-01,fair
1068,9,FI-LT-09-001068,2018-01-29,2025-10-25,good
1069,9,FI-LT-09-001069,2023-05-21,2026-05-28,good
1070,9,FI-LT-09-001070,2020-09-07,2026-03-28,poor
1071,9,FI-LT-09-001071,2017-10-26,2026-05-17,good
1072,9,FI-LT-09-001072,2017-08-10,2026-02-08,good
1073,9,FI-LT-09-001073,2019-02-14,2026-01-06,good
1074,9,FI-LT-09-001074,2018-05-15,2026-03-30,good
1075,9,FI-LT-09-001075,2021-02-24,2026-02-24,good
1076,9,FI-LT-09-001076,2017-10-07,2026-01-10,poor
1077,9,FI-LT-09-001077,2019-10-01,2026-01-10,good
1078,9,FI-LT-09-001078,2018-05-01,2026-04-15,good
1079,9,FI-LT-09-001079,2018-04-21,2026-01-16,good
1080,9,FI-LT-09-001080,2020-05-20,2026-04-05,fair
1081,9,FI-LT-09-001081,2026-03-20,2026-04-20,good
1082,9,FI-LT-09-001082,2024-11-06,2026-01-18,fair
1083,9,FI-LT-09-001083,2019-10-29,2026-04-16,good
1084,9,FI-LT-09-001084,2022-01-27,2025-12-28,good
1085,9,FI-LT-09-001085,2017-09-21,2026-02-06,good
1086,9,FI-LT-09-001086,2017-10-05,2026-05-27,good
1087,9,FI-LT-09-001087,2019-10-06,2026-03-19,fair
1088,9,FI-LT-09-001088,2025-03-30,2026-01-28,good
1089,9,FI-LT-09-001089,2017-08-26,2026-04-29,good
1090,9,FI-LT-09-001090,2025-06-03,2026-01-08,fair
1091,9,FI-LT-09-001091,2019-11-21,2025-12-21,fair
1092,9,FI-LT-09-001092,2017-09-07,2026-02-23,good
1093,9,FI-LT-09-001093,2018-02-13,2026-02-20,good
1094,9,FI-LT-09-001094,2018-05-21,2026-01-17,good
1095,9,FI-LT-09-001095,2019-06-22,2026-03-23,good
1096,9,FI-LT-09-001096,2018-02-14,2026-05-01,good
1097,9,FI-LT-09-001097,2018-02-26,2025-11-27,fair
1098,9,FI-LT-09-001098,2018-05-20,2026-05-19,fair
1099,9,DE-LT-09-001099,2024-09-24,2025-12-03,good
1100,9,DE-LT-09-001100,2023-04-22,2025-11-30,good
1101,9,DE-LT-09-001101,2019-01-05,2026-04-23,good
1102,9,DE-LT-09-001102,2017-08-30,2026-03-18,good
1103,9,DE-LT-09-001103,2019-02-19,2025-11-14,fair
1104,9,DE-LT-09-001104,2018-07-19,2025-11-26,good
1105,9,DE-LT-09-001105,2018-11-10,2026-04-03,good
1106,9,DE-LT-09-001106,2018-05-22,2026-03-28,poor
1107,9,DE-LT-09-001107,2019-02-13,2025-11-10,good
1108,9,DE-LT-09-001108,2019-07-04,2026-04-21,good
1109,9,DE-LT-09-001109,2019-03-01,2026-01-25,good
1110,9,DE-LT-09-001110,2025-04-09,2026-01-23,good
1111,9,DE-LT-09-001111,2018-10-28,2026-05-10,good
1112,9,DE-LT-09-001112,2018-07-18,2025-11-27,good
1113,9,DE-LT-09-001113,2018-09-13,2026-05-27,poor
1114,9,DE-LT-09-001114,2020-10-12,2025-12-16,good
1115,9,DE-LT-09-001115,2019-09-28,2025-10-26,good
1116,9,DE-LT-09-001116,2019-07-24,2025-11-13,good
1117,9,DE-LT-09-001117,2018-12-10,2026-03-29,good
1118,9,DE-LT-09-001118,2025-05-30,2025-11-23,good
1119,9,DE-LT-09-001119,2019-06-09,2026-03-12,good
1120,9,DE-LT-09-001120,2019-03-07,2025-11-07,good
1121,9,DE-LT-09-001121,2017-11-01,2025-11-02,fair
1122,9,DE-LT-09-001122,2019-07-09,2026-02-03,fair
1123,9,DE-LT-09-001123,2018-10-12,2025-11-30,poor
1124,9,DE-LT-09-001124,2024-12-09,2026-03-14,good
1125,9,DE-LT-09-001125,2019-01-21,2025-11-23,fair
1126,9,DE-LT-09-001126,2019-05-20,2026-03-10,fair
1127,9,DE-LT-09-001127,2019-03-30,2025-11-13,good
1128,9,DE-LT-09-001128,2017-10-16,2025-11-12,poor
1129,9,DE-LT-09-001129,2019-10-21,2026-01-22,fair
1130,9,DE-LT-09-001130,2018-02-06,2025-11-06,good
1131,9,DE-LT-09-001131,2021-08-14,2026-03-17,good
1132,9,DE-LT-09-001132,2018-05-28,2026-04-08,good
1133,9,DE-LT-09-001133,2025-11-27,2026-01-09,good
1134,9,DE-LT-09-001134,2017-12-07,2025-12-18,good
1135,9,DE-LT-09-001135,2019-10-26,2026-02-26,good
1136,9,DE-LT-09-001136,2022-05-15,2025-11-29,good
1137,9,DE-LT-09-001137,2019-10-27,2025-12-13,good
1138,9,DE-LT-09-001138,2018-07-12,2026-03-08,good
1139,9,DE-LT-09-001139,2018-03-12,2026-02-01,fair
1140,9,DE-LT-09-001140,2021-03-23,2026-02-18,fair
1141,9,DE-LT-09-001141,2018-07-31,2025-12-05,fair
1142,9,DE-LT-09-001142,2026-04-02,2026-04-15,fair
1143,9,DE-LT-09-001143,2018-09-15,2025-10-28,good
1144,9,DE-LT-09-001144,2018-12-02,2026-03-12,good
1145,9,DE-LT-09-001145,2017-12-20,2025-12-27,fair
1146,9,DE-LT-09-001146,2018-09-07,2025-11-19,good
1147,9,DE-LT-09-001147,2019-02-01,2026-03-05,good
1148,9,DE-LT-09-001148,2018-02-25,2025-10-26,good
1149,9,DE-LT-09-001149,2019-02-10,2026-03-20,good
1150,9,DE-LT-09-001150,2018-04-21,2026-01-18,good
1151,9,DE-LT-09-001151,2017-07-31,2026-02-23,good
1152,9,DE-LT-09-001152,2020-01-18,2025-10-25,good
1153,9,DE-LT-09-001153,2022-08-12,2026-04-15,fair
1154,9,DE-LT-09-001154,2018-11-29,2025-11-09,fair
1155,9,DE-LT-09-001155,2019-02-07,2026-04-17,good
1156,9,DE-LT-09-001156,2024-04-22,2026-01-17,good
1157,9,DE-LT-09-001157,2018-09-05,2026-03-07,fair
1158,9,DE-LT-09-001158,2022-04-11,2026-01-30,good
1159,9,DE-LT-09-001159,2017-08-14,2026-04-18,good
1160,9,DE-LT-09-001160,2017-09-16,2026-03-12,fair
1161,9,DE-LT-09-001161,2024-09-30,2026-03-19,fair
1162,9,DE-LT-09-001162,2019-02-12,2025-11-20,fair
1163,9,DE-LT-09-001163,2020-08-02,2026-03-18,good
1164,9,DE-LT-09-001164,2018-08-27,2025-12-15,good
1165,9,DE-LT-09-001165,2019-07-26,2026-05-09,poor
1166,9,DE-LT-09-001166,2019-10-29,2026-02-12,fair
1167,9,DE-LT-09-001167,2023-04-25,2025-11-10,poor
1168,9,DE-LT-09-001168,2019-03-18,2025-12-08,good
1169,9,DE-LT-09-001169,2017-11-30,2026-03-11,good
1170,9,DE-LT-09-001170,2019-08-22,2026-01-14,fair
1171,10,SE-LT-10-001171,2019-11-01,2026-01-23,good
1172,10,SE-LT-10-001172,2018-08-06,2026-01-07,fair
1173,10,SE-LT-10-001173,2018-08-10,2026-03-21,fair
1174,10,SE-LT-10-001174,2019-05-31,2026-04-17,fair
1175,10,SE-LT-10-001175,2018-02-06,2026-02-11,good
1176,10,SE-LT-10-001176,2018-06-07,2025-12-24,poor
1177,10,SE-LT-10-001177,2019-07-05,2026-03-09,fair
1178,10,SE-LT-10-001178,2018-10-27,2025-11-04,fair
1179,10,SE-LT-10-001179,2024-10-27,2026-04-09,poor
1180,10,SE-LT-10-001180,2017-10-15,2026-03-25,good
1181,10,SE-LT-10-001181,2018-08-06,2026-04-24,poor
1182,10,SE-LT-10-001182,2017-10-01,2025-11-26,good
1183,10,SE-LT-10-001183,2019-02-25,2026-02-02,good
1184,10,SE-LT-10-001184,2020-02-22,2025-12-25,good
1185,10,SE-LT-10-001185,2018-07-16,2026-01-29,good
1186,10,SE-LT-10-001186,2019-03-01,2026-05-01,good
1187,10,SE-LT-10-001187,2019-06-21,2026-04-21,good
1188,10,SE-LT-10-001188,2017-11-16,2026-01-12,fair
1189,10,SE-LT-10-001189,2024-06-17,2025-11-26,good
1190,10,SE-LT-10-001190,2025-07-25,2026-04-15,fair
1191,10,SE-LT-10-001191,2019-03-04,2026-05-01,good
1192,10,SE-LT-10-001192,2019-09-24,2025-11-30,good
1193,10,SE-LT-10-001193,2017-07-01,2026-02-05,fair
1194,10,SE-LT-10-001194,2018-03-02,2026-02-13,good
1195,10,SE-LT-10-001195,2017-10-18,2026-04-16,good
1196,10,SE-LT-10-001196,2018-03-31,2026-04-10,good
1197,10,SE-LT-10-001197,2019-03-27,2025-12-04,good
1198,10,SE-LT-10-001198,2018-01-14,2026-05-03,fair
1199,10,SE-LT-10-001199,2019-06-17,2026-02-07,good
1200,10,SE-LT-10-001200,2020-09-16,2025-10-25,good
1201,10,SE-LT-10-001201,2020-11-07,2026-03-17,fair
1202,10,SE-LT-10-001202,2018-08-21,2025-12-02,good
1203,10,SE-LT-10-001203,2019-03-10,2026-01-02,poor
1204,10,SE-LT-10-001204,2018-10-08,2025-11-14,fair
1205,10,SE-LT-10-001205,2025-04-28,2026-04-29,good
1206,10,SE-LT-10-001206,2018-07-17,2025-11-21,good
1207,10,SE-LT-10-001207,2019-04-12,2026-05-02,fair
1208,10,SE-LT-10-001208,2025-08-31,2025-10-30,good
1209,10,SE-LT-10-001209,2018-09-06,2026-04-26,good
1210,10,SE-LT-10-001210,2024-04-13,2026-05-02,good
1211,10,SE-LT-10-001211,2021-08-07,2026-02-16,good
1212,10,SE-LT-10-001212,2018-09-20,2026-02-23,good
1213,10,SE-LT-10-001213,2023-09-04,2026-05-11,fair
1214,10,SE-LT-10-001214,2019-04-10,2026-02-03,fair
1215,10,SE-LT-10-001215,2018-11-30,2025-12-03,good
1216,10,SE-LT-10-001216,2021-08-17,2026-04-18,fair
1217,10,SE-LT-10-001217,2019-01-26,2025-11-02,good
1218,10,SE-LT-10-001218,2022-11-20,2026-03-20,good
1219,10,SE-LT-10-001219,2023-09-25,2025-12-01,poor
1220,10,SE-LT-10-001220,2018-07-06,2026-02-25,good
1221,10,SE-LT-10-001221,2022-10-30,2026-02-09,fair
1222,10,SE-LT-10-001222,2018-05-28,2025-11-13,fair
1223,10,SE-LT-10-001223,2024-12-22,2026-03-11,good
1224,10,SE-LT-10-001224,2019-07-24,2026-01-10,fair
1225,10,SE-LT-10-001225,2017-12-16,2025-11-10,fair
1226,10,SE-LT-10-001226,2019-02-21,2026-02-10,good
1227,10,SE-LT-10-001227,2017-11-21,2025-11-01,fair
1228,10,SE-LT-10-001228,2018-12-28,2026-01-23,good
1229,10,SE-LT-10-001229,2024-02-20,2025-10-30,good
1230,10,SE-LT-10-001230,2020-03-02,2026-03-28,good
1231,10,SE-LT-10-001231,2025-12-22,2026-01-21,good
1232,10,SE-LT-10-001232,2019-01-18,2026-02-04,good
1233,10,SE-LT-10-001233,2018-01-18,2026-03-23,good
1234,10,SE-LT-10-001234,2020-03-20,2026-04-16,fair
1235,10,SE-LT-10-001235,2021-06-09,2026-02-16,poor
1236,10,SE-LT-10-001236,2019-08-15,2026-05-14,good
1237,10,FI-LT-10-001237,2018-10-29,2025-12-28,poor
1238,10,FI-LT-10-001238,2017-12-05,2026-03-06,good
1239,10,FI-LT-10-001239,2019-09-17,2026-02-01,good
1240,10,FI-LT-10-001240,2017-11-04,2026-05-30,good
1241,10,FI-LT-10-001241,2019-02-10,2026-05-17,good
1242,10,FI-LT-10-001242,2019-03-13,2026-01-14,fair
1243,10,FI-LT-10-001243,2019-03-29,2026-05-08,good
1244,10,FI-LT-10-001244,2025-01-07,2025-11-13,fair
1245,10,FI-LT-10-001245,2018-09-21,2025-11-23,good
1246,10,FI-LT-10-001246,2024-05-18,2026-01-27,good
1247,10,FI-LT-10-001247,2018-07-25,2025-12-31,good
1248,10,FI-LT-10-001248,2018-10-30,2026-03-16,good
1249,10,FI-LT-10-001249,2023-09-08,2026-01-26,good
1250,10,FI-LT-10-001250,2017-07-10,2026-01-06,poor
1251,10,FI-LT-10-001251,2017-06-23,2026-05-12,fair
1252,10,FI-LT-10-001252,2025-04-03,2026-01-26,poor
1253,10,FI-LT-10-001253,2019-06-02,2026-02-05,good
1254,10,FI-LT-10-001254,2018-04-12,2025-12-22,good
1255,10,FI-LT-10-001255,2024-08-08,2025-11-18,fair
1256,10,FI-LT-10-001256,2022-03-06,2026-04-06,fair
1257,10,FI-LT-10-001257,2024-08-07,2026-01-20,poor
1258,10,FI-LT-10-001258,2020-11-06,2025-11-08,good
1259,10,FI-LT-10-001259,2018-11-11,2026-04-03,good
1260,10,FI-LT-10-001260,2018-12-04,2026-02-21,good
1261,10,FI-LT-10-001261,2025-05-21,2025-11-06,good
1262,10,FI-LT-10-001262,2019-06-12,2026-03-13,good
1263,10,FI-LT-10-001263,2017-09-11,2026-04-27,fair
1264,10,FI-LT-10-001264,2024-12-24,2026-01-07,good
1265,10,FI-LT-10-001265,2021-03-08,2026-03-30,poor
1266,10,FI-LT-10-001266,2023-11-24,2026-04-02,good
1267,10,FI-LT-10-001267,2017-06-13,2026-01-11,good
1268,10,FI-LT-10-001268,2025-09-11,2025-11-18,fair
1269,10,FI-LT-10-001269,2018-10-01,2026-03-25,good
1270,10,FI-LT-10-001270,2018-06-05,2026-04-03,poor
1271,10,FI-LT-10-001271,2017-07-09,2026-02-27,poor
1272,10,FI-LT-10-001272,2020-12-10,2025-12-11,good
1273,10,FI-LT-10-001273,2019-05-23,2025-12-29,fair
1274,10,FI-LT-10-001274,2018-12-27,2025-12-09,good
1275,10,FI-LT-10-001275,2019-10-01,2025-12-16,good
1276,10,FI-LT-10-001276,2018-03-21,2025-10-25,fair
1277,10,FI-LT-10-001277,2019-10-03,2025-11-04,poor
1278,10,FI-LT-10-001278,2018-07-01,2025-11-14,fair
1279,10,FI-LT-10-001279,2019-09-08,2025-10-29,fair
1280,10,FI-LT-10-001280,2021-03-23,2026-05-02,good
1281,10,FI-LT-10-001281,2018-12-10,2025-10-28,good
1282,10,FI-LT-10-001282,2019-10-17,2026-04-29,good
1283,10,FI-LT-10-001283,2018-10-02,2026-01-20,fair
1284,10,FI-LT-10-001284,2024-05-22,2026-02-11,good
1285,10,FI-LT-10-001285,2019-09-18,2025-11-26,fair
1286,10,FI-LT-10-001286,2019-10-10,2026-01-27,good
1287,10,FI-LT-10-001287,2022-09-25,2025-11-30,fair
1288,10,FI-LT-10-001288,2017-06-19,2026-04-30,good
1289,10,FI-LT-10-001289,2017-06-08,2026-03-20,good
1290,10,FI-LT-10-001290,2019-04-17,2025-11-30,fair
1291,10,FI-LT-10-001291,2017-12-13,2026-04-03,poor
1292,10,FI-LT-10-001292,2018-02-17,2025-10-26,good
1293,10,FI-LT-10-001293,2018-01-25,2025-12-19,good
1294,10,FI-LT-10-001294,2017-10-17,2025-10-27,fair
1295,10,FI-LT-10-001295,2021-01-30,2026-01-31,good
1296,10,FI-LT-10-001296,2019-06-08,2026-04-29,fair
1297,10,FI-LT-10-001297,2018-06-19,2025-12-19,good
1298,10,FI-LT-10-001298,2019-02-08,2025-12-26,good
1299,10,FI-LT-10-001299,2017-12-20,2026-04-20,fair
1300,10,FI-LT-10-001300,2019-01-31,2026-02-02,good
1301,10,FI-LT-10-001301,2019-05-26,2025-11-10,good
1302,10,FI-LT-10-001302,2026-03-02,2026-03-28,good
1303,10,DE-LT-10-001303,2018-01-20,2026-04-18,good
1304,10,DE-LT-10-001304,2017-11-08,2025-12-25,good
1305,10,DE-LT-10-001305,2022-10-17,2026-03-13,fair
1306,10,DE-LT-10-001306,2022-05-06,2026-05-30,good
1307,10,DE-LT-10-001307,2018-02-03,2026-02-12,good
1308,10,DE-LT-10-001308,2021-10-26,2025-10-31,good
1309,10,DE-LT-10-001309,2019-10-24,2025-12-07,good
1310,10,DE-LT-10-001310,2023-07-17,2026-04-10,fair
1311,10,DE-LT-10-001311,2017-06-30,2025-12-31,good
1312,10,DE-LT-10-001312,2017-09-17,2025-12-27,good
1313,10,DE-LT-10-001313,2018-08-13,2025-11-23,good
1314,10,DE-LT-10-001314,2020-06-06,2026-01-03,good
1315,10,DE-LT-10-001315,2018-09-01,2026-03-09,good
1316,10,DE-LT-10-001316,2020-01-06,2026-05-22,good
1317,10,DE-LT-10-001317,2023-05-26,2026-01-21,good
1318,10,DE-LT-10-001318,2023-11-15,2025-10-25,fair
1319,10,DE-LT-10-001319,2020-12-04,2025-12-14,fair
1320,10,DE-LT-10-001320,2018-07-21,2026-03-05,good
1321,10,DE-LT-10-001321,2021-07-17,2026-01-15,good
1322,10,DE-LT-10-001322,2019-04-12,2026-02-24,good
1323,10,DE-LT-10-001323,2018-03-23,2026-03-17,fair
1324,10,DE-LT-10-001324,2017-12-30,2026-02-03,fair
1325,10,DE-LT-10-001325,2018-12-13,2026-04-29,good
